10,Octubre,55145
6,Junio,51637
5,Mayo,56291
11,Noviembre,55708
7,Julio,54591
1,Enero,64821
12,Diciembre,60539
8,Agosto,54415
2,Febrero,63944
9,Septiembre,52563
3,Marzo,62305
4,Abril,53451
99,Mes_no_especificado,356
