anio,parametro,minimo,maximo,media,q25,q50,q75,desviacion,num_nulos
2003,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2004,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2005,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2006,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2007,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2008,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2009,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2010,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
2011,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
