anio,parametro,minimo,maximo,media,q25,q50,q75,desviacion,num_nulos
2017,NO2,1.0,130.0,63.81144609095554,22.0,70.0,88.0,14.388335920296733,72409
1986,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1987,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1988,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1989,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1990,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1991,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1992,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1993,PMCO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
