anio,parametro,minimo,maximo,media,q25,q50,q75,desviacion,num_nulos
1999,NO2,1.0,279.0,205.82273613518197,10.0,18.0,28.0,19.21305518251461,18464
2000,NO2,1.0,304.0,174.2565985955283,10.0,22.0,37.0,22.12815164976925,24778
2001,NO2,1.0,216.0,247.419608089436,11.0,18.0,30.0,16.646967352911876,15922
2002,NO2,1.0,208.0,276.0134037891481,14.0,23.0,28.0,17.76385987358736,15518
2003,NO2,0.0,229.0,581.3258230340151,18.0,27.0,209.0,20.36639074109206,9143
2004,NO2,0.0,232.0,599.7353110267909,17.0,29.0,35.0,19.14225871228408,8697
2005,NO2,0.0,239.0,712.8836459554514,20.0,31.0,40.0,19.193138105674535,6824
2006,NO2,0.0,217.0,270.36655693733235,21.0,21.0,38.0,18.42169995470392,16404
2007,NO2,0.0,187.0,317.8548776032152,14.0,22.0,34.0,17.38754308300876,13685
