anio,parametro,minimo,maximo,media,q25,q50,q75,desviacion,num_nulos
1988,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1989,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1990,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1991,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1992,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1993,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1994,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1995,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
1996,NO,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0
