anio,parametro,minimo,maximo,media,q25,q50,q75,desviacion,num_nulos
2001,CO,0.10000000149011612,19.5,19.707869237560416,1.100000023841858,1.7999999523162842,2.4000000953674316,1.4855518720907916,18998
2002,CO,0.10000000149011612,16.0,13.510500287990524,0.800000011920929,1.2000000476837158,1.7999999523162842,1.302993145222598,22447
2003,CO,0.0,14.699999809265137,28.463978141056938,0.699999988079071,1.100000023841858,1.7000000476837158,1.188843838074059,10613
2004,CO,0.0,12.800000190734863,30.736736965109984,0.6000000238418579,1.0,10.800000190734863,1.0717279499695254,9010
2005,CO,0.0,12.199999809265137,27.138087279049497,0.6000000238418579,1.0,1.399999976158142,1.038522831982363,8961
2006,CO,0.0,11.699999809265137,4.961595546556909,0.8999999761581421,0.8999999761581421,1.2999999523162842,0.990830225309718,38407
2007,CO,0.0,9.699999809265137,5.597819598601591,0.5,0.800000011920929,1.100000023841858,0.8702204901553535,27105
2008,CO,0.0,9.800000190734863,7.259432302278705,0.4000000059604645,0.6000000238418579,1.100000023841858,0.8480703956433215,18601
2009,CO,0.0,9.0,4.699644982572608,0.4000000059604645,0.699999988079071,1.0,0.7529934463834272,25350
