id_parameter,fech_d,prom_val
PM2.5,2009-01-01,56.05392156862745
PM2.5,2009-01-03,43.44845360824742
PM2.5,2009-01-08,52.122549019607845
PM2.5,2009-01-09,53.54326923076923
PM2.5,2009-01-10,48.73953488372093
PM2.5,2009-01-14,40.6078431372549
PM2.5,2009-01-28,42.74634146341464
PM2.5,2009-01-29,41.56132075471698
PM2.5,2009-02-09,44.82775119617225
PM2.5,2009-02-12,49.21463414634146
PM2.5,2009-02-13,47.101604278074866
PM2.5,2009-02-14,44.329787234042556
PM2.5,2009-02-15,45.20765027322405
PM2.5,2009-03-07,45.517587939698494
PM2.5,2009-03-12,48.43646408839779
PM2.5,2009-04-19,44.7122641509434
PM2.5,2009-05-03,41.01604278074866
PM2.5,2009-05-04,42.88095238095238
PM2.5,2009-05-10,41.850515463917525
PM2.5,2009-12-11,43.23300970873787
PM2.5,2009-12-12,42.014218009478675
PM2.5,2009-12-18,40.8578431372549
PM2.5,2009-12-25,43.53398058252427
PM2.5,2010-01-12,42.42857142857143
PM2.5,2010-06-01,43.765957446808514
PM2.5,2010-06-02,42.06878306878307
PM2.5,2010-11-11,41.57416267942584
PM2.5,2010-11-27,42.37735849056604
PM2.5,2010-11-28,45.58571428571429
PM2.5,2010-11-29,44.74162679425837
PM2.5,2010-12-10,46.490196078431374
PM2.5,2010-12-11,56.74883720930232
PM2.5,2010-12-12,47.39810426540284
PM2.5,2010-12-15,41.30541871921182
PM2.5,2010-12-16,53.23684210526316
PM2.5,2010-12-17,58.888297872340424
PM2.5,2010-12-18,50.389162561576356
PM2.5,2010-12-19,51.19138755980861
PM2.5,2010-12-20,45.723404255319146
PM2.5,2010-12-21,41.58426966292135
PM2.5,2010-12-23,42.58064516129032
PM2.5,2010-12-24,53.61290322580645
PM2.5,2010-12-27,50.61052631578947
PM2.5,2010-12-28,42.96482412060301
PM2.5,2011-01-01,58.898936170212764
PM2.5,2011-03-04,45.060810810810814
PM2.5,2011-03-22,43.67403314917127
PM2.5,2011-03-23,40.747126436781606
PM2.5,2011-03-25,41.776595744680854
PM2.5,2011-03-26,52.51052631578948
PM2.5,2011-03-28,41.483333333333334
PM2.5,2011-04-02,40.59887005649718
PM2.5,2011-04-11,43.01675977653631
PM2.5,2011-04-28,45.07865168539326
PM2.5,2011-04-29,44.15384615384615
PM2.5,2011-05-12,50.38172043010753
PM2.5,2011-05-13,47.22222222222222
PM2.5,2011-05-14,48.401069518716575
PM2.5,2011-05-30,44.729885057471265
PM2.5,2011-12-01,47.76315789473684
PM2.5,2011-12-02,48.197424892703864
PM2.5,2011-12-03,54.96610169491525
PM2.5,2011-12-04,44.97872340425532
PM2.5,2011-12-05,47.327659574468086
PM2.5,2011-12-06,51.02164502164502
PM2.5,2011-12-07,48.53586497890296
PM2.5,2011-12-08,41.73221757322176
PM2.5,2011-12-09,44.258620689655174
PM2.5,2011-12-11,46.25
PM2.5,2011-12-12,47.943127962085306
PM2.5,2012-01-21,46.44769874476987
PM2.5,2012-01-23,43.285714285714285
PM2.5,2012-04-28,47.52650176678445
PM2.5,2012-04-29,50.157706093189965
PM2.5,2012-05-08,44.74576271186441
PM2.5,2012-05-09,51.21008403361345
PM2.5,2012-05-10,42.67916666666667
PM2.5,2012-05-12,43.756637168141594
PM2.5,2012-11-11,45.65384615384615
PM2.5,2012-12-14,48.55681818181818
PM2.5,2012-12-15,47.54655870445344
PM2.5,2012-12-16,43.98425196850393
PM2.5,2012-12-18,49.49645390070922
PM2.5,2012-12-22,41.31921824104234
PM2.5,2012-12-23,46.68403908794788
PM2.5,2012-12-25,61.97077922077922
PM2.5,2013-01-01,61.86486486486486
PM2.5,2013-01-04,45.362369337979096
PM2.5,2013-01-07,54.541806020066886
PM2.5,2013-01-31,41.313131313131315
PM2.5,2013-03-04,41.27213114754098
PM2.5,2013-03-05,44.253246753246756
PM2.5,2013-04-15,44.047430830039524
PM2.5,2013-04-16,54.86641221374046
PM2.5,2013-04-17,49.36594202898551
PM2.5,2013-04-18,46.36466165413534
PM2.5,2013-04-19,42.79298245614035
PM2.5,2013-04-22,42.80350877192983
PM2.5,2013-04-23,41.60948905109489
PM2.5,2013-04-24,44.75912408759124
PM2.5,2013-04-26,46.958333333333336
PM2.5,2013-04-27,45.85140562248996
PM2.5,2013-04-29,42.25968992248062
PM2.5,2013-05-02,45.59440559440559
PM2.5,2013-05-04,50.06774193548387
PM2.5,2013-05-05,44.87171052631579
PM2.5,2013-05-06,51.786184210526315
PM2.5,2013-05-07,61.965870307167236
PM2.5,2013-05-08,55.294736842105266
PM2.5,2013-05-09,62.410714285714285
PM2.5,2013-05-10,62.24381625441696
PM2.5,2013-05-11,57.80836236933798
PM2.5,2013-05-12,46.41970802919708
PM2.5,2013-05-15,42.15972222222222
PM2.5,2013-11-24,44.13732394366197
PM2.5,2013-11-28,41.41100323624595
PM2.5,2013-11-30,44.98671096345515
PM2.5,2013-12-01,44.13861386138614
PM2.5,2014-01-01,62.55882352941177
PM2.5,2014-01-08,43.876221498371336
PM2.5,2014-01-23,45.173010380622834
PM2.5,2014-02-25,41.95114006514658
PM2.5,2014-11-29,40.65505226480836
PM2.5,2014-12-04,46.71328671328671
PM2.5,2014-12-05,48.58098591549296
PM2.5,2015-02-14,41.973134328358206
PM2.5,2015-10-26,48.759887005649716
PM2.5,2015-11-19,44.03825136612022
PM2.5,2015-11-23,54.25581395348837
PM2.5,2015-12-04,41.407124681933844
PM2.5,2015-12-05,42.3125
PM2.5,2015-12-06,44.316489361702125
PM2.5,2015-12-10,45.51861042183623
PM2.5,2015-12-11,43.8560794044665
PM2.5,2015-12-18,45.940298507462686
PM2.5,2015-12-19,47.37643678160919
PM2.5,2015-12-20,43.33724340175953
PM2.5,2015-12-21,41.28328611898017
PM2.5,2016-01-28,41.22081218274111
PM2.5,2016-01-29,54.47420147420147
PM2.5,2016-02-04,49.62924281984334
PM2.5,2016-02-14,57.98529411764706
PM2.5,2016-02-15,40.705128205128204
PM2.5,2016-02-20,40.87894736842105
PM2.5,2016-05-03,56.43386243386244
PM2.5,2016-05-04,50.92689295039165
PM2.5,2016-12-25,49.097035040431265
PM2.5,2017-01-01,45.24566473988439
PM2.5,2017-01-08,42.69940476190476
PM2.5,2017-03-24,41.875
PM2.5,2017-04-05,43.01315789473684
PM2.5,2017-05-01,40.618589743589745
PM2.5,2017-05-03,43.90243902439025
PM2.5,2017-05-09,42.29761904761905
PM2.5,2017-05-10,41.43425076452599
PM2.5,2017-05-17,42.23512747875354
PM2.5,2017-05-18,40.59375
PM2.5,2017-12-02,47.983193277310924
PM2.5,2017-12-14,53.70184696569921
PM2.5,2017-12-25,43.0130890052356
PM2.5,2018-01-01,55.86666666666667
