ORIGIN_AIRPORT,destinos_diferentes,IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
DEN,139,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.66700
